L I	L III	L II(Calc.)
-0.022583	-0.0909424	-0.113525
-0.0201416	-0.0933838	-0.113525
-0.0161743	-0.0970459	-0.11322
-0.0109863	-0.101318	-0.112305
-0.00610352	-0.105896	-0.112
-0.00244141	-0.109863	-0.112305
-0.000610352	-0.11261	-0.11322
-0.000305176	-0.113831	-0.114136
-0.00183105	-0.112915	-0.114746
-0.00579834	-0.110168	-0.115967
-0.0112915	-0.106506	-0.117798
-0.0164795	-0.102844	-0.119324
-0.0198364	-0.0994873	-0.119324
-0.0219727	-0.0961304	-0.118103
-0.022583	-0.0933838	-0.115967
-0.0222778	-0.0921631	-0.114441
-0.0222778	-0.0918579	-0.114136
-0.0216675	-0.0927734	-0.114441
-0.020752	-0.0939941	-0.114746
-0.0201416	-0.0949097	-0.115051
-0.0198364	-0.09552	-0.115356
-0.0195313	-0.0958252	-0.115356
-0.0192261	-0.09552	-0.114746
-0.0195313	-0.0927734	-0.112305
-0.0204468	-0.0878906	-0.108337
-0.0219727	-0.0808716	-0.102844
-0.0228882	-0.0720215	-0.0949097
-0.0228882	-0.0622559	-0.085144
-0.0213623	-0.0515747	-0.072937
-0.0195313	-0.0411987	-0.06073
-0.017395	-0.0323486	-0.0497437
-0.015564	-0.0259399	-0.0415039
-0.0143433	-0.020752	-0.0350952
-0.0140381	-0.015564	-0.0296021
-0.0146484	-0.0100708	-0.0247192
-0.0146484	-0.00488281	-0.0195313
-0.0152588	0.00183105	-0.0134277
-0.0170898	0.0112915	-0.00579834
-0.0186157	0.022583	0.00396729
-0.0180054	0.0341797	0.0161743
-0.0164795	0.0463867	0.0299072
-0.0152588	0.0598145	0.0445557
-0.0161743	0.0753784	0.0592041
-0.0180054	0.0909424	0.072937
-0.0195313	0.10376	0.0842285
-0.0201416	0.11261	0.0924683
-0.0201416	0.115662	0.09552
-0.0189209	0.112915	0.0939941
-0.0177002	0.105591	0.0878906
-0.0170898	0.0958252	0.0787354
-0.0167847	0.0842285	0.0674438
-0.017395	0.071106	0.0537109
-0.0189209	0.0561523	0.0372314
-0.0204468	0.039978	0.0195313
-0.0219727	0.0228882	0.000915527
-0.0231934	0.00579834	-0.017395
-0.0247192	-0.0109863	-0.0357056
-0.0253296	-0.0274658	-0.0527954
-0.0256348	-0.0436401	-0.0692749
-0.0259399	-0.0595093	-0.0854492
-0.0256348	-0.0744629	-0.100098
-0.0241089	-0.088501	-0.11261
-0.0216675	-0.101013	-0.122681
-0.0198364	-0.112	-0.131836
-0.0192261	-0.120544	-0.139771
-0.0198364	-0.126343	-0.146179
-0.0210571	-0.129089	-0.150146
-0.022583	-0.129395	-0.151978
-0.0244141	-0.127869	-0.152283
-0.027771	-0.124512	-0.152283
-0.0320435	-0.12085	-0.152893
-0.0363159	-0.117798	-0.154114
-0.0393677	-0.116577	-0.155945
-0.0415039	-0.117798	-0.159302
-0.0396729	-0.122986	-0.162659
-0.032959	-0.133972	-0.166931
-0.0228882	-0.149536	-0.172424
-0.0131226	-0.167236	-0.180359
-0.00366211	-0.183105	-0.186768
0.00549316	-0.193787	-0.188293
0.0152588	-0.198364	-0.183105
0.0244141	-0.194397	-0.169983
0.0323486	-0.179749	-0.1474
0.0405884	-0.153198	-0.11261
0.0485229	-0.11261	-0.0640869
0.0540161	-0.0564575	-0.00244141
0.0564575	0.015564	0.0720215
0.0570679	0.101624	0.158691
0.0582886	0.19928	0.257568
0.0622559	0.30365	0.365906
0.0683594	0.407715	0.476074
0.0769043	0.504761	0.581665
0.0881958	0.588989	0.677185
0.101013	0.656738	0.757751
0.112915	0.704041	0.816956
0.123596	0.726318	0.849915
0.131226	0.717468	0.848694
0.132446	0.678406	0.810852
0.125427	0.613403	0.738831
0.109863	0.527649	0.637512
0.0881958	0.42572	0.513916
0.0622559	0.315247	0.377502
0.0341797	0.204163	0.238342
0.00518799	0.0994873	0.104675
-0.0222778	0.00671387	-0.015564
-0.045166	-0.0708008	-0.115967
-0.06073	-0.130005	-0.190735
-0.0686646	-0.170288	-0.238953
-0.0683594	-0.193787	-0.262146
-0.06073	-0.204163	-0.264893
-0.0485229	-0.203857	-0.25238
-0.0350952	-0.197449	-0.232544
-0.0219727	-0.187988	-0.209961
-0.0112915	-0.178223	-0.189514
-0.00305176	-0.170288	-0.17334
0.00183105	-0.16449	-0.162659
0.00366211	-0.160522	-0.15686
0.00427246	-0.159302	-0.155029
0.00457764	-0.160828	-0.15625
0.00457764	-0.163269	-0.158691
0.00335693	-0.16571	-0.162354
0.000610352	-0.166931	-0.166321
-0.00244141	-0.166321	-0.168762
-0.00518799	-0.1651	-0.170288
-0.00732422	-0.163879	-0.171204
-0.00854492	-0.162048	-0.170593
-0.00793457	-0.160828	-0.168762
-0.00610352	-0.160217	-0.166321
-0.00488281	-0.160217	-0.1651
-0.00427246	-0.161438	-0.16571
-0.00274658	-0.163574	-0.166321
0.000610352	-0.166931	-0.166321
0.00488281	-0.170288	-0.165405
0.00854492	-0.172424	-0.163879
0.010376	-0.173035	-0.162659
0.0100708	-0.171814	-0.161743
0.00823975	-0.169678	-0.161438
0.00579834	-0.166321	-0.160522
0.00366211	-0.162964	-0.159302
0.00213623	-0.160217	-0.158081
0.0012207	-0.158997	-0.157776
0.000610352	-0.158386	-0.157776
0.000305176	-0.157471	-0.157166
0.000610352	-0.156555	-0.155945
0.000915527	-0.15564	-0.154724
0	-0.154419	-0.154419
0	-0.153809	-0.153809
0.00213623	-0.155334	-0.153198
0.00640869	-0.157776	-0.151367
0.0106812	-0.159607	-0.148926
0.0125122	-0.159302	-0.14679
0.0134277	-0.158081	-0.144653
0.0137329	-0.157166	-0.143433
0.0146484	-0.157166	-0.142517
0.0164795	-0.158081	-0.141602
0.0189209	-0.159912	-0.140991
0.0198364	-0.160522	-0.140686
0.0186157	-0.158997	-0.140381
0.0158691	-0.155945	-0.140076
0.0137329	-0.153198	-0.139465
0.0137329	-0.151367	-0.137634
0.0152588	-0.150146	-0.134888
0.017395	-0.148621	-0.131226
0.0189209	-0.1474	-0.128479
0.0192261	-0.145874	-0.126648
0.0192261	-0.144348	-0.125122
0.0189209	-0.142212	-0.123291
0.0195313	-0.140686	-0.121155
0.0201416	-0.140076	-0.119934
0.0198364	-0.140381	-0.120544
0.0189209	-0.140076	-0.121155
0.0183105	-0.139771	-0.12146
0.0192261	-0.140381	-0.121155
0.0219727	-0.141907	-0.119934
0.0259399	-0.143738	-0.117798
0.0308228	-0.145569	-0.114746
0.0354004	-0.14679	-0.111389
0.0390625	-0.146484	-0.107422
0.0427246	-0.145874	-0.103149
0.0466919	-0.145874	-0.0991821
0.0491333	-0.144958	-0.0958252
0.0491333	-0.142822	-0.093689
0.0473022	-0.140381	-0.0930786
0.0448608	-0.137939	-0.0930786
0.0415039	-0.136108	-0.0946045
0.0378418	-0.134888	-0.0970459
0.0354004	-0.134583	-0.0991821
0.0344849	-0.135803	-0.101318
0.0354004	-0.137634	-0.102234
0.0384521	-0.140381	-0.101929
0.0415039	-0.143127	-0.101624
0.0445557	-0.144958	-0.100403
0.0479126	-0.146179	-0.0982666
0.0518799	-0.146179	-0.0942993
0.0564575	-0.146179	-0.0897217
0.06073	-0.146484	-0.0857544
0.0634766	-0.146484	-0.0830078
0.0650024	-0.145264	-0.0802612
0.0662231	-0.144348	-0.078125
0.0686646	-0.144653	-0.0759888
0.0720215	-0.146179	-0.0741577
0.0750732	-0.148315	-0.0732422
0.0784302	-0.151367	-0.072937
0.0817871	-0.154724	-0.072937
0.0839233	-0.157471	-0.0735474
0.0848389	-0.159607	-0.0747681
0.085144	-0.161133	-0.0759888
0.0854492	-0.162354	-0.0769043
0.0860596	-0.162659	-0.0765991
0.0863647	-0.162354	-0.0759888
0.0863647	-0.161438	-0.0750732
0.0869751	-0.160217	-0.0732422
0.0881958	-0.158691	-0.0704956
0.0894165	-0.157471	-0.0680542
0.090332	-0.15564	-0.0653076
0.0927734	-0.154724	-0.0619507
0.0949097	-0.153198	-0.0582886
0.0952148	-0.150757	-0.055542
0.0930786	-0.14679	-0.0537109
0.0891113	-0.141296	-0.0521851
0.0830078	-0.134888	-0.0518799
0.0744629	-0.127869	-0.0534058
0.0650024	-0.12146	-0.0564575
0.0558472	-0.114746	-0.0588989
0.0466919	-0.108643	-0.0619507
0.038147	-0.102844	-0.0646973
0.0305176	-0.0979614	-0.0674438
0.022583	-0.093689	-0.071106
0.0152588	-0.090332	-0.0750732
0.00854492	-0.0875854	-0.0790405
0.00274658	-0.0845337	-0.0817871
-0.00152588	-0.0814819	-0.0830078
-0.00427246	-0.0796509	-0.0839233
-0.00732422	-0.078125	-0.0854492
-0.0109863	-0.0769043	-0.0878906
-0.0152588	-0.0756836	-0.0909424
-0.0201416	-0.0744629	-0.0946045
-0.0247192	-0.0735474	-0.0982666
-0.0292969	-0.0738525	-0.103149
-0.0326538	-0.0744629	-0.107117
-0.0344849	-0.0756836	-0.110168
-0.0354004	-0.0769043	-0.112305
-0.0369263	-0.0769043	-0.113831
-0.0402832	-0.0756836	-0.115967
-0.0445557	-0.072937	-0.117493
-0.0479126	-0.0698853	-0.117798
-0.0500488	-0.0671387	-0.117188
-0.0521851	-0.0643921	-0.116577
-0.0543213	-0.0613403	-0.115662
-0.0570679	-0.0588989	-0.115967
-0.0588989	-0.0576782	-0.116577
-0.0588989	-0.0585938	-0.117493
-0.0570679	-0.0610352	-0.118103
-0.0540161	-0.0643921	-0.118408
-0.0497437	-0.0686646	-0.118408
-0.0445557	-0.0741577	-0.118713
-0.0390625	-0.0790405	-0.118103
-0.0341797	-0.083313	-0.117493
-0.0308228	-0.0857544	-0.116577
-0.0289917	-0.0866699	-0.115662
-0.0289917	-0.0854492	-0.114441
-0.0317383	-0.0827026	-0.114441
-0.0369263	-0.0784302	-0.115356
-0.0424194	-0.0735474	-0.115967
-0.0469971	-0.0695801	-0.116577
-0.0500488	-0.0668335	-0.116882
-0.0515747	-0.0646973	-0.116272
-0.0518799	-0.0628662	-0.114746
-0.050354	-0.0616455	-0.112
-0.0479126	-0.0613403	-0.109253
-0.0445557	-0.0628662	-0.107422
-0.0415039	-0.0643921	-0.105896
-0.0390625	-0.0646973	-0.10376
-0.0378418	-0.0634766	-0.101318
-0.038147	-0.0610352	-0.0991821
-0.0384521	-0.0576782	-0.0961304
-0.0390625	-0.0543213	-0.0933838
-0.0402832	-0.050354	-0.0906372
-0.0421143	-0.0457764	-0.0878906
-0.0439453	-0.0415039	-0.0854492
-0.0457764	-0.038147	-0.0839233
-0.0469971	-0.0357056	-0.0827026
-0.0473022	-0.0344849	-0.0817871
-0.0469971	-0.03479	-0.0817871
-0.0460815	-0.0360107	-0.0820923
-0.0454712	-0.0375366	-0.0830078
-0.0448608	-0.0396729	-0.0845337
-0.0439453	-0.0418091	-0.0857544
-0.0436401	-0.043335	-0.0869751
-0.043335	-0.0445557	-0.0878906
-0.0424194	-0.0448608	-0.0872803
-0.0408936	-0.0439453	-0.0848389
-0.0393677	-0.0427246	-0.0820923
-0.0375366	-0.0415039	-0.0790405
-0.0363159	-0.0396729	-0.0759888
-0.0354004	-0.038147	-0.0735474
-0.03479	-0.0372314	-0.0720215
-0.0344849	-0.0366211	-0.071106
-0.0350952	-0.0366211	-0.0717163
-0.0363159	-0.0366211	-0.072937
-0.0375366	-0.0372314	-0.0747681
-0.038147	-0.0387573	-0.0769043
-0.0387573	-0.0411987	-0.0799561
-0.0402832	-0.0427246	-0.0830078
-0.0415039	-0.0439453	-0.0854492
-0.0408936	-0.0463867	-0.0872803
-0.0390625	-0.0494385	-0.088501
-0.0372314	-0.0521851	-0.0894165
-0.0363159	-0.0537109	-0.0900269
-0.0354004	-0.0540161	-0.0894165
-0.0354004	-0.0534058	-0.0888062
-0.0354004	-0.0527954	-0.0881958
-0.0341797	-0.0527954	-0.0869751
-0.0320435	-0.0537109	-0.0857544
-0.0299072	-0.0549316	-0.0848389
-0.0289917	-0.055542	-0.0845337
-0.0292969	-0.055542	-0.0848389
-0.0296021	-0.055542	-0.085144
-0.027771	-0.0567627	-0.0845337
-0.0247192	-0.0588989	-0.0836182
-0.020752	-0.0616455	-0.0823975
-0.0186157	-0.0634766	-0.0820923
-0.0180054	-0.0643921	-0.0823975
-0.0186157	-0.0643921	-0.0830078
-0.0195313	-0.0637817	-0.083313
-0.0204468	-0.0628662	-0.083313
-0.0219727	-0.0613403	-0.083313
-0.0238037	-0.0592041	-0.0830078
-0.0259399	-0.0576782	-0.0836182
-0.0289917	-0.0561523	-0.085144
-0.0314331	-0.0546265	-0.0860596
-0.0341797	-0.0524902	-0.0866699
-0.0369263	-0.050354	-0.0872803
-0.0390625	-0.0485229	-0.0875854
-0.0405884	-0.0476074	-0.0881958
-0.0424194	-0.0466919	-0.0891113
-0.0445557	-0.0460815	-0.0906372
-0.0460815	-0.045166	-0.0912476
-0.0457764	-0.0454712	-0.0912476
-0.0445557	-0.0463867	-0.0909424
-0.0430298	-0.0473022	-0.090332
-0.0393677	-0.0491333	-0.088501
-0.0338745	-0.0512695	-0.085144
-0.0286865	-0.0527954	-0.0814819
-0.0238037	-0.0540161	-0.0778198
-0.0204468	-0.0558472	-0.0762939
-0.0183105	-0.0579834	-0.0762939
-0.0177002	-0.0595093	-0.0772095
-0.0183105	-0.06073	-0.0790405
-0.0198364	-0.0622559	-0.0820923
-0.0222778	-0.0634766	-0.0857544
-0.0262451	-0.0637817	-0.0900269
-0.0308228	-0.0634766	-0.0942993
-0.03479	-0.0631714	-0.0979614
-0.0378418	-0.0616455	-0.0994873
-0.0402832	-0.0592041	-0.0994873
-0.0421143	-0.0558472	-0.0979614
-0.0427246	-0.0524902	-0.0952148
-0.0424194	-0.0497437	-0.0921631
-0.0424194	-0.0460815	-0.088501
-0.0427246	-0.0418091	-0.0845337
-0.043335	-0.0363159	-0.0796509
-0.043335	-0.0302124	-0.0735474
-0.0424194	-0.0241089	-0.0665283
-0.0411987	-0.0170898	-0.0582886
-0.0387573	-0.010376	-0.0491333
-0.0335693	-0.00427246	-0.0378418
-0.0286865	0.00213623	-0.0265503
-0.0253296	0.0088501	-0.0164795
-0.0231934	0.015564	-0.00762939
-0.0213623	0.0222778	0.000915527
-0.0204468	0.0286865	0.00823975
-0.0210571	0.0357056	0.0146484
-0.0231934	0.0436401	0.0204468
-0.0262451	0.0527954	0.0265503
-0.0299072	0.0637817	0.0338745
-0.0335693	0.0762939	0.0427246
-0.0366211	0.0900269	0.0534058
-0.0387573	0.10437	0.0656128
-0.0393677	0.119019	0.0796509
-0.0390625	0.132751	0.093689
-0.0369263	0.144043	0.107117
-0.0332642	0.151672	0.118408
-0.0280762	0.154724	0.126648
-0.0241089	0.154114	0.130005
-0.0213623	0.150757	0.129395
-0.0201416	0.144653	0.124512
-0.0192261	0.135803	0.116577
-0.0186157	0.123901	0.105286
-0.0189209	0.110168	0.0912476
-0.0204468	0.09552	0.0750732
-0.0222778	0.0799561	0.0576782
-0.0241089	0.0634766	0.0393677
-0.0262451	0.0466919	0.0204468
-0.0286865	0.0296021	0.000915527
-0.0305176	0.0119019	-0.0186157
-0.0326538	-0.00549316	-0.038147
-0.0350952	-0.0222778	-0.057373
-0.0378418	-0.0375366	-0.0753784
-0.0396729	-0.0515747	-0.0912476
-0.0411987	-0.0640869	-0.105286
-0.0427246	-0.0744629	-0.117188
-0.0445557	-0.0830078	-0.127563
-0.0457764	-0.0888062	-0.134583
-0.0476074	-0.0918579	-0.139465
-0.0494385	-0.0927734	-0.142212
-0.0500488	-0.0933838	-0.143433
-0.0491333	-0.0942993	-0.143433
-0.0476074	-0.0949097	-0.142517
-0.0454712	-0.0961304	-0.141602
-0.0424194	-0.0979614	-0.140381
-0.0384521	-0.101624	-0.140076
-0.0332642	-0.108032	-0.141296
-0.0271606	-0.118103	-0.145264
-0.0204468	-0.13092	-0.151367
-0.0115967	-0.14679	-0.158386
-0.0012207	-0.162659	-0.163879
0.00946045	-0.174255	-0.164795
0.0192261	-0.179749	-0.160522
0.027771	-0.177307	-0.149536
0.0363159	-0.164185	-0.127869
0.0457764	-0.139465	-0.093689
0.0558472	-0.100708	-0.0448608
0.0656128	-0.0469971	0.0186157
0.0741577	0.022583	0.0967407
0.0802612	0.108948	0.189209
0.0845337	0.211487	0.296021
0.0894165	0.325012	0.414429
0.0970459	0.439758	0.536804
0.107727	0.547485	0.655212
0.119019	0.643616	0.762634
0.1297	0.722656	0.852356
0.139771	0.777893	0.917664
0.148621	0.802612	0.951233
0.152893	0.793457	0.94635
0.148621	0.751953	0.900574
0.135803	0.679932	0.815735
0.115356	0.58197	0.697327
0.088501	0.466309	0.55481
0.0582886	0.342102	0.400391
0.0265503	0.217896	0.244446
-0.00457764	0.102539	0.0979614
-0.032959	0.00274658	-0.0302124
-0.0549316	-0.0769043	-0.131836
-0.0695801	-0.134583	-0.204163
-0.0753784	-0.170898	-0.246277
-0.0723267	-0.188904	-0.26123
-0.0628662	-0.192261	-0.255127
-0.0494385	-0.186157	-0.235596
-0.0350952	-0.174561	-0.209656
-0.0234985	-0.160828	-0.184326
-0.0158691	-0.14801	-0.163879
-0.0131226	-0.137634	-0.150757
-0.0146484	-0.130005	-0.144653
-0.0183105	-0.126038	-0.144348
-0.022583	-0.125732	-0.148315
-0.0265503	-0.127869	-0.154419
-0.0296021	-0.131531	-0.161133
-0.0311279	-0.135193	-0.166321
-0.0311279	-0.13855	-0.169678
-0.0286865	-0.141907	-0.170593
-0.0253296	-0.144348	-0.169678
-0.0222778	-0.144958	-0.167236
-0.020752	-0.144043	-0.164795
-0.0204468	-0.141602	-0.162048
-0.0222778	-0.13916	-0.161438
-0.0241089	-0.137329	-0.161438
-0.0241089	-0.137329	-0.161438
-0.022583	-0.137939	-0.160522
-0.020752	-0.13916	-0.159912
-0.0183105	-0.140381	-0.158691
-0.0143433	-0.142212	-0.156555
-0.00793457	-0.145569	-0.153503
0.000915527	-0.149841	-0.148926
0.00915527	-0.153503	-0.144348
0.0146484	-0.155334	-0.140686
0.017395	-0.154419	-0.137024
0.0189209	-0.151978	-0.133057
0.0195313	-0.149536	-0.130005
0.017395	-0.14679	-0.129395
0.0125122	-0.142822	-0.13031
0.00671387	-0.13855	-0.131836
0.0012207	-0.134888	-0.133667
-0.00305176	-0.132751	-0.135803
-0.00610352	-0.131531	-0.137634
-0.00823975	-0.13092	-0.13916
-0.00915527	-0.13092	-0.140076
-0.00915527	-0.13092	-0.140076
-0.00854492	-0.131226	-0.139771
-0.00762939	-0.131531	-0.13916
-0.00701904	-0.131226	-0.138245
-0.00610352	-0.131226	-0.137329
-0.00457764	-0.131531	-0.136108
-0.00213623	-0.132141	-0.134277
0.0012207	-0.133057	-0.131836
0.00305176	-0.132446	-0.129395
0.00366211	-0.130005	-0.126343
0.00366211	-0.126038	-0.122375
0.00396729	-0.12207	-0.118103
0.00427246	-0.118103	-0.113831
0.00305176	-0.114746	-0.111694
0.00183105	-0.110779	-0.108948
0.000610352	-0.106201	-0.105591
0	-0.102234	-0.102234
-0.000610352	-0.0985718	-0.0991821
0.000305176	-0.0973511	-0.0970459
0.00335693	-0.0994873	-0.0961304
0.00762939	-0.103455	-0.0958252
0.0119019	-0.107422	-0.09552
0.0152588	-0.110779	-0.09552
0.0192261	-0.114136	-0.0949097
0.0238037	-0.117493	-0.093689
0.0283813	-0.120544	-0.0921631
0.0320435	-0.122986	-0.0909424
0.0338745	-0.123596	-0.0897217
0.0338745	-0.122681	-0.0888062
0.0341797	-0.12085	-0.0866699
0.0341797	-0.119019	-0.0848389
0.0341797	-0.116882	-0.0827026
0.0344849	-0.115662	-0.0811768
0.0344849	-0.114441	-0.0799561
0.0338745	-0.11261	-0.0787354
0.0354004	-0.111389	-0.0759888
0.0387573	-0.111694	-0.072937
0.0421143	-0.112915	-0.0708008
0.0454712	-0.114136	-0.0686646
0.0488281	-0.115051	-0.0662231
0.0509644	-0.115356	-0.0643921
0.0531006	-0.115967	-0.0628662
0.0561523	-0.117798	-0.0616455
0.0604248	-0.119934	-0.0595093
0.0643921	-0.12146	-0.0570679
0.0671387	-0.122375	-0.0552368
0.0683594	-0.12207	-0.0537109
0.0689697	-0.121765	-0.0527954
0.0701904	-0.12146	-0.0512695
0.0714111	-0.121155	-0.0497437
0.072937	-0.120544	-0.0476074
0.0741577	-0.118713	-0.0445557
0.0744629	-0.115967	-0.0415039
0.0747681	-0.113831	-0.0390625
0.0756836	-0.112915	-0.0372314
0.0759888	-0.11261	-0.0366211
0.0750732	-0.112	-0.0369263
0.0744629	-0.112	-0.0375366
0.0765991	-0.114136	-0.0375366
0.0805664	-0.117493	-0.0369263
0.0839233	-0.12085	-0.0369263
0.0866699	-0.122986	-0.0363159
0.0888062	-0.124817	-0.0360107
0.0906372	-0.126038	-0.0354004
0.0912476	-0.126343	-0.0350952
0.0912476	-0.125732	-0.0344849
0.0912476	-0.123901	-0.0326538
0.0900269	-0.119934	-0.0299072
0.0878906	-0.116272	-0.0283813
0.0845337	-0.112915	-0.0283813
0.0802612	-0.109558	-0.0292969
0.0750732	-0.105896	-0.0308228
0.0698853	-0.101318	-0.0314331
0.0637817	-0.0964355	-0.0326538
0.0564575	-0.090332	-0.0338745
0.0500488	-0.0848389	-0.03479
0.0448608	-0.0802612	-0.0354004
0.0402832	-0.0762939	-0.0360107
0.0350952	-0.0726318	-0.0375366
0.0286865	-0.0692749	-0.0405884
0.0228882	-0.0668335	-0.0439453
0.017395	-0.0646973	-0.0473022
0.0109863	-0.0631714	-0.0521851
0.00396729	-0.062561	-0.0585938
-0.00274658	-0.062561	-0.0653076
-0.010376	-0.0619507	-0.0723267
-0.0192261	-0.0610352	-0.0802612
-0.027771	-0.0601196	-0.0878906
-0.0338745	-0.0595093	-0.0933838
-0.0378418	-0.0595093	-0.0973511
-0.0408936	-0.0598145	-0.100708
-0.043335	-0.0601196	-0.103455
-0.0439453	-0.0610352	-0.10498
-0.0418091	-0.0628662	-0.104675
-0.0384521	-0.0650024	-0.103455
-0.03479	-0.067749	-0.102539
-0.0326538	-0.0695801	-0.102234
-0.0317383	-0.0701904	-0.101929
-0.0311279	-0.0701904	-0.101318
-0.0305176	-0.0698853	-0.100403
-0.0311279	-0.0695801	-0.100708
-0.0323486	-0.0686646	-0.101013
-0.0335693	-0.0683594	-0.101929
-0.0354004	-0.0683594	-0.10376
-0.0378418	-0.0674438	-0.105286
-0.0408936	-0.0665283	-0.107422
-0.0445557	-0.065918	-0.110474
-0.0473022	-0.065918	-0.11322
-0.0488281	-0.0662231	-0.115051
-0.0494385	-0.0668335	-0.116272
-0.0494385	-0.0671387	-0.116577
-0.0491333	-0.0674438	-0.116577
-0.0494385	-0.0671387	-0.116577
-0.050354	-0.065918	-0.116272
-0.0509644	-0.0650024	-0.115967
-0.0506592	-0.0650024	-0.115662
-0.0497437	-0.0646973	-0.114441
-0.0485229	-0.0646973	-0.11322
-0.0479126	-0.0640869	-0.112
-0.0485229	-0.062561	-0.111084
-0.050354	-0.0604248	-0.110779
-0.0518799	-0.0585938	-0.110474
-0.0515747	-0.0570679	-0.108643
-0.0494385	-0.0558472	-0.105286
-0.0466919	-0.055542	-0.102234
-0.0442505	-0.0552368	-0.0994873
-0.0421143	-0.055542	-0.0976563
-0.0396729	-0.0561523	-0.0958252
-0.0372314	-0.0564575	-0.093689
-0.0357056	-0.0564575	-0.0921631
-0.0350952	-0.0558472	-0.0909424
-0.03479	-0.0549316	-0.0897217
-0.0354004	-0.0537109	-0.0891113
-0.0372314	-0.0512695	-0.088501
-0.0396729	-0.0485229	-0.0881958
-0.0402832	-0.0469971	-0.0872803
-0.0390625	-0.0457764	-0.0848389
-0.038147	-0.0445557	-0.0827026
-0.0390625	-0.0430298	-0.0820923
-0.0411987	-0.0411987	-0.0823975
-0.0415039	-0.0408936	-0.0823975
-0.0387573	-0.0427246	-0.0814819
-0.0338745	-0.0454712	-0.0793457
-0.0286865	-0.0482178	-0.0769043
-0.0238037	-0.0506592	-0.0744629
-0.0204468	-0.0524902	-0.072937
-0.0180054	-0.0543213	-0.0723267
-0.0158691	-0.0558472	-0.0717163
-0.0143433	-0.0564575	-0.0708008
-0.0146484	-0.0564575	-0.071106
-0.0161743	-0.0558472	-0.0720215
-0.0189209	-0.0543213	-0.0732422
-0.0234985	-0.0527954	-0.0762939
-0.0296021	-0.050354	-0.0799561
-0.0369263	-0.0479126	-0.0848389
-0.0445557	-0.0454712	-0.0900269
-0.0500488	-0.0439453	-0.0939941
-0.0524902	-0.043335	-0.0958252
-0.0509644	-0.0454712	-0.0964355
-0.0476074	-0.0482178	-0.0958252
-0.0442505	-0.0506592	-0.0949097
-0.0408936	-0.0524902	-0.0933838
-0.038147	-0.0534058	-0.0915527
-0.0344849	-0.0543213	-0.0888062
-0.0305176	-0.0549316	-0.0854492
-0.0268555	-0.0549316	-0.0817871
-0.0250244	-0.0546265	-0.0796509
-0.0244141	-0.0540161	-0.0784302
-0.0259399	-0.0524902	-0.0784302
-0.0286865	-0.050354	-0.0790405
-0.0314331	-0.0479126	-0.0793457
-0.0335693	-0.0460815	-0.0796509
-0.0360107	-0.0439453	-0.0799561
-0.0378418	-0.0427246	-0.0805664
-0.0396729	-0.0421143	-0.0817871
-0.0415039	-0.0418091	-0.083313
-0.043335	-0.0415039	-0.0848389
-0.0445557	-0.0421143	-0.0866699
-0.0442505	-0.0427246	-0.0869751
-0.043335	-0.0436401	-0.0869751
-0.0415039	-0.0448608	-0.0863647
-0.038147	-0.0479126	-0.0860596
-0.0323486	-0.0524902	-0.0848389
-0.0256348	-0.0576782	-0.083313
-0.020752	-0.06073	-0.0814819
-0.0183105	-0.0619507	-0.0802612
-0.017395	-0.0619507	-0.0793457
-0.0167847	-0.0619507	-0.0787354
-0.0167847	-0.0619507	-0.0787354
-0.0183105	-0.0610352	-0.0793457
-0.0219727	-0.0582886	-0.0802612
-0.027771	-0.0537109	-0.0814819
-0.0338745	-0.0491333	-0.0830078
-0.0387573	-0.0448608	-0.0836182
-0.0415039	-0.0418091	-0.083313
-0.0421143	-0.0396729	-0.0817871
-0.0402832	-0.0387573	-0.0790405
-0.0369263	-0.0384521	-0.0753784
-0.0320435	-0.0387573	-0.0708008
-0.0274658	-0.0393677	-0.0668335
-0.0238037	-0.0405884	-0.0643921
-0.0213623	-0.0418091	-0.0631714
-0.0204468	-0.0427246	-0.0631714
-0.0213623	-0.0424194	-0.0637817
-0.0244141	-0.0415039	-0.065918
-0.0286865	-0.0402832	-0.0689697
-0.03479	-0.0387573	-0.0735474
-0.0415039	-0.0372314	-0.0787354
-0.0466919	-0.0366211	-0.083313
-0.050354	-0.0363159	-0.0866699
-0.0527954	-0.0354004	-0.0881958
-0.0537109	-0.0338745	-0.0875854
-0.0524902	-0.0323486	-0.0848389
-0.0494385	-0.0292969	-0.0787354
-0.045166	-0.0247192	-0.0698853
-0.0418091	-0.0170898	-0.0588989
-0.0396729	-0.00671387	-0.0463867
-0.0375366	0.00488281	-0.0326538
-0.0357056	0.0164795	-0.0192261
-0.032959	0.0262451	-0.00671387
-0.0296021	0.0344849	0.00488281
-0.0259399	0.0405884	0.0146484
-0.0231934	0.0454712	0.0222778
-0.0219727	0.050354	0.0283813
-0.0213623	0.0549316	0.0335693
-0.0195313	0.0579834	0.0384521
-0.0164795	0.0613403	0.0448608
-0.0134277	0.0668335	0.0534058
-0.0109863	0.0756836	0.0646973
-0.0088501	0.0869751	0.078125
-0.0088501	0.101013	0.0921631
-0.0112915	0.116882	0.105591
-0.0143433	0.133362	0.119019
-0.0170898	0.14801	0.13092
-0.0201416	0.158997	0.138855
-0.0231934	0.166321	0.143127
-0.0256348	0.168762	0.143127
-0.027771	0.166931	0.13916
-0.0302124	0.161743	0.131531
-0.0338745	0.153809	0.119934
-0.0369263	0.142517	0.105591
